canonical_id,CNN,GAT,GCN,GNN,pattern_label,pattern_bits
box1023,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1028,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1038,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box1039,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1040,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box1307,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box1308,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1314,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1337,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box1352,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1359,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box1372,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1373,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1374,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box1388,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1399,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1400,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box1401,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box1402,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box1653,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1668,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1674,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box1682,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1701,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box1703,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1714,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box1728,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1729,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1730,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box1731,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box1761,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box1762,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2004,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2013,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2014,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2016,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2033,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box2042,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2057,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2062,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box2090,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2105,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box2119,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2120,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2330,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2346,False,True,True,False,"GAT & GCN (missing: CNN, GNN)",0110
box2349,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2358,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2361,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box2372,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2405,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2417,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2419,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box2464,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box262,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box2689,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2690,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2703,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2704,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2708,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2720,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2721,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2724,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2742,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box2749,False,False,True,False,"GCN (missing: CNN, GAT, GNN)",0010
box2756,True,True,False,False,"CNN & GAT (missing: GCN, GNN)",1100
box2762,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2777,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2778,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2779,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box2780,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box279,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box2838,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3062,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3063,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3066,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3067,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3070,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3071,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3077,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3083,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3084,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3086,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3087,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3098,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3099,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3107,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3110,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3112,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3116,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box3117,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3122,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3123,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3125,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3133,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box3138,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3279,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box3280,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box3294,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box3308,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3309,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3335,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3407,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3408,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3409,True,False,False,True,"CNN & GNN (missing: GAT, GCN)",1001
box3418,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3422,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3424,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3431,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3433,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3434,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3444,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3445,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3446,True,False,False,True,"CNN & GNN (missing: GAT, GCN)",1001
box3448,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3449,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3462,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3467,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3469,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box3473,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3475,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3482,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3487,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3493,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3499,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3625,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3636,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box3637,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box3640,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3651,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box3652,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3655,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3680,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3681,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3738,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3740,True,False,False,False,"CNN (missing: GAT, GCN, GNN)",1000
box3772,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box3777,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3787,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box3793,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3794,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3807,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3808,True,False,False,True,"CNN & GNN (missing: GAT, GCN)",1001
box3824,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3830,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3832,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box3834,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3845,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3847,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box3848,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box3851,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3852,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box3853,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3858,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3859,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3866,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box3867,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box3999,False,True,True,False,"GAT & GCN (missing: CNN, GNN)",0110
box4015,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4026,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box4027,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box4028,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box4029,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4041,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4054,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4069,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4070,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4084,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4098,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4099,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4100,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4112,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4127,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4131,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4132,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box4136,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4142,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4145,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4162,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4182,False,False,True,False,"GCN (missing: CNN, GAT, GNN)",0010
box4185,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4189,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4192,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4207,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box4208,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box4211,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4219,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4226,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4227,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4228,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4345,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4360,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4369,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4370,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4375,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4387,False,False,True,False,"GCN (missing: CNN, GAT, GNN)",0010
box4388,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4398,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box4399,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box4400,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4401,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4413,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4442,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4458,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4474,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4475,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4476,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4483,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4487,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4491,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4497,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4498,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4505,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box4514,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4517,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4522,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4529,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4545,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4550,False,True,True,False,"GAT & GCN (missing: CNN, GNN)",0110
box4551,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box4552,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4560,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4563,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4565,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4566,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box4567,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box4571,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4573,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box4581,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
